ANOMALY REPORT
======================================================================

── PARTIAL_TIMEOUT  (436) ──
  [minicsv/string_only/unsat]  symcc-unsat-34.smt2
    cvc5 is 71× faster (cvc5=109ms, ostrich=7707ms)
  [minicsv/string_only/unsat]  symcc-unsat-34.smt2
    z3 is 72× faster (ostrich=7707ms, z3=107ms)
  [minicsv/string_only/unsat]  symcc-unsat-34.smt2
    noodler is 11× faster (ostrich=7707ms, noodler=676ms)
  [minicsv/string_only/unsat]  symcc-unsat-35.smt2
    cvc5 is 72× faster (cvc5=114ms, ostrich=8226ms)
  [minicsv/string_only/unsat]  symcc-unsat-35.smt2
    z3 is 116× faster (ostrich=8226ms, z3=71ms)
  [minicsv/string_only/unsat]  symcc-unsat-35.smt2
    noodler is 13× faster (ostrich=8226ms, noodler=658ms)
  [minicsv/string_only/unsat]  symcc-unsat-36.smt2
    cvc5 is 468× faster (cvc5=114ms, ostrich=53328ms)
  [minicsv/string_only/unsat]  symcc-unsat-36.smt2
    cvc5 is 19× faster (cvc5=114ms, noodler=2172ms)
  [minicsv/string_only/unsat]  symcc-unsat-36.smt2
    z3 is 539× faster (ostrich=53328ms, z3=99ms)
  [minicsv/string_only/unsat]  symcc-unsat-36.smt2
    noodler is 25× faster (ostrich=53328ms, noodler=2172ms)
  [minicsv/string_only/unsat]  symcc-unsat-36.smt2
    z3 is 22× faster (z3=99ms, noodler=2172ms)
  [minicsv/string_only/unsat]  symcc-unsat-37.smt2
    cvc5 is 63× faster (cvc5=120ms, ostrich=7528ms)
  [minicsv/string_only/unsat]  symcc-unsat-37.smt2
    z3 is 63× faster (ostrich=7528ms, z3=120ms)
  [minicsv/string_only/unsat]  symcc-unsat-37.smt2
    noodler is 11× faster (ostrich=7528ms, noodler=664ms)
  [minicsv/string_only/unsat]  symcc-unsat-38.smt2
    cvc5 is 65× faster (cvc5=139ms, ostrich=9031ms)
  [minicsv/string_only/unsat]  symcc-unsat-38.smt2
    z3 is 79× faster (ostrich=9031ms, z3=115ms)
  [minicsv/string_only/unsat]  symcc-unsat-38.smt2
    noodler is 12× faster (ostrich=9031ms, noodler=740ms)
  [minicsv/string_only/unsat]  symcc-unsat-39.smt2
    cvc5 is 83× faster (cvc5=122ms, ostrich=10153ms)
  [minicsv/string_only/unsat]  symcc-unsat-39.smt2
    z3 is 82× faster (ostrich=10153ms, z3=124ms)
  [minicsv/string_only/unsat]  symcc-unsat-39.smt2
    noodler is 15× faster (ostrich=10153ms, noodler=696ms)
  [minicsv/string_only/unsat]  symcc-unsat-4.smt2
    cvc5 is 22× faster (cvc5=71ms, ostrich=1569ms)
  [minicsv/string_only/unsat]  symcc-unsat-4.smt2
    z3 is 131× faster (ostrich=1569ms, z3=12ms)
  [minicsv/string_only/unsat]  symcc-unsat-4.smt2
    z3 is 16× faster (z3=12ms, noodler=187ms)
  [minicsv/string_only/unsat]  symcc-unsat-40.smt2
    cvc5 is 84× faster (cvc5=128ms, ostrich=10730ms)
  [minicsv/string_only/unsat]  symcc-unsat-40.smt2
    z3 is 105× faster (ostrich=10730ms, z3=102ms)
  [minicsv/string_only/unsat]  symcc-unsat-40.smt2
    noodler is 14× faster (ostrich=10730ms, noodler=757ms)
  [minicsv/string_only/unsat]  symcc-unsat-41.smt2
    cvc5 is 53× faster (cvc5=130ms, ostrich=6855ms)
  [minicsv/string_only/unsat]  symcc-unsat-41.smt2
    cvc5 is 12× faster (cvc5=130ms, noodler=1617ms)
  [minicsv/string_only/unsat]  symcc-unsat-41.smt2
    z3 is 30× faster (ostrich=6855ms, z3=228ms)
  [minicsv/string_only/unsat]  symcc-unsat-42.smt2
    cvc5 is 97× faster (cvc5=134ms, ostrich=12951ms)
  [minicsv/string_only/unsat]  symcc-unsat-42.smt2
    z3 is 139× faster (ostrich=12951ms, z3=93ms)
  [minicsv/string_only/unsat]  symcc-unsat-42.smt2
    noodler is 18× faster (ostrich=12951ms, noodler=734ms)
  [minicsv/string_only/unsat]  symcc-unsat-43.smt2
    cvc5 is 40× faster (cvc5=137ms, ostrich=5435ms)
  [minicsv/string_only/unsat]  symcc-unsat-43.smt2
    z3 is 68× faster (ostrich=5435ms, z3=80ms)
  [minicsv/string_only/unsat]  symcc-unsat-44.smt2
    cvc5 is 42× faster (cvc5=131ms, ostrich=5553ms)
  [minicsv/string_only/unsat]  symcc-unsat-44.smt2
    z3 is 73× faster (ostrich=5553ms, z3=76ms)
  [minicsv/string_only/unsat]  symcc-unsat-45.smt2
    cvc5 is 42× faster (cvc5=130ms, ostrich=5428ms)
  [minicsv/string_only/unsat]  symcc-unsat-45.smt2
    z3 is 71× faster (ostrich=5428ms, z3=76ms)
  [minicsv/string_only/unsat]  symcc-unsat-46.smt2
    cvc5 is 23× faster (cvc5=139ms, ostrich=3193ms)
  [minicsv/string_only/unsat]  symcc-unsat-46.smt2
    cvc5 is 1906× faster (cvc5=139ms, noodler=264919ms)
  [minicsv/string_only/unsat]  symcc-unsat-46.smt2
    z3 is 30× faster (ostrich=3193ms, z3=105ms)
  [minicsv/string_only/unsat]  symcc-unsat-46.smt2
    ostrich is 83× faster (ostrich=3193ms, noodler=264919ms)
  [minicsv/string_only/unsat]  symcc-unsat-46.smt2
    z3 is 2523× faster (z3=105ms, noodler=264919ms)
  [minicsv/string_only/unsat]  symcc-unsat-47.smt2
    cvc5 is 21× faster (cvc5=162ms, ostrich=3445ms)
  [minicsv/string_only/unsat]  symcc-unsat-47.smt2
    cvc5 is 123× faster (cvc5=162ms, noodler=19948ms)
  [minicsv/string_only/unsat]  symcc-unsat-47.smt2
    z3 is 24× faster (ostrich=3445ms, z3=141ms)
  [minicsv/string_only/unsat]  symcc-unsat-47.smt2
    z3 is 141× faster (z3=141ms, noodler=19948ms)
  [minicsv/string_only/unsat]  symcc-unsat-48.smt2
    cvc5 is 24× faster (cvc5=162ms, ostrich=3817ms)
  [minicsv/string_only/unsat]  symcc-unsat-48.smt2
    cvc5 is 105× faster (cvc5=162ms, noodler=16971ms)
  [minicsv/string_only/unsat]  symcc-unsat-48.smt2
    z3 is 29× faster (ostrich=3817ms, z3=130ms)
  [minicsv/string_only/unsat]  symcc-unsat-48.smt2
    z3 is 131× faster (z3=130ms, noodler=16971ms)
  [minicsv/string_only/unsat]  symcc-unsat-49.smt2
    cvc5 is 20× faster (cvc5=167ms, ostrich=3322ms)
  [minicsv/string_only/unsat]  symcc-unsat-49.smt2
    cvc5 is 95× faster (cvc5=167ms, noodler=15884ms)
  [minicsv/string_only/unsat]  symcc-unsat-49.smt2
    z3 is 25× faster (ostrich=3322ms, z3=132ms)
  [minicsv/string_only/unsat]  symcc-unsat-49.smt2
    z3 is 120× faster (z3=132ms, noodler=15884ms)
  [minicsv/string_only/unsat]  symcc-unsat-50.smt2
    cvc5 is 22× faster (cvc5=169ms, ostrich=3761ms)
  [minicsv/string_only/unsat]  symcc-unsat-50.smt2
    cvc5 is 101× faster (cvc5=169ms, noodler=17038ms)
  [minicsv/string_only/unsat]  symcc-unsat-50.smt2
    z3 is 40× faster (ostrich=3761ms, z3=95ms)
  [minicsv/string_only/unsat]  symcc-unsat-50.smt2
    z3 is 179× faster (z3=95ms, noodler=17038ms)
  [minicsv/string_only/unsat]  symcc-unsat-51.smt2
    cvc5 is 21× faster (cvc5=169ms, ostrich=3517ms)
  [minicsv/string_only/unsat]  symcc-unsat-51.smt2
    z3 is 25× faster (ostrich=3517ms, z3=139ms)
  [minicsv/string_only/unsat]  symcc-unsat-52.smt2
    cvc5 is 34× faster (cvc5=171ms, ostrich=5777ms)
  [minicsv/string_only/unsat]  symcc-unsat-52.smt2
    cvc5 is 104× faster (cvc5=171ms, noodler=17819ms)
  [minicsv/string_only/unsat]  symcc-unsat-52.smt2
    z3 is 47× faster (ostrich=5777ms, z3=124ms)
  [minicsv/string_only/unsat]  symcc-unsat-52.smt2
    z3 is 144× faster (z3=124ms, noodler=17819ms)
  [minicsv/string_only/unsat]  symcc-unsat-53.smt2
    cvc5 is 32× faster (cvc5=172ms, ostrich=5525ms)
  [minicsv/string_only/unsat]  symcc-unsat-53.smt2
    cvc5 is 103× faster (cvc5=172ms, noodler=17727ms)
  [minicsv/string_only/unsat]  symcc-unsat-53.smt2
    z3 is 32× faster (ostrich=5525ms, z3=174ms)
  [minicsv/string_only/unsat]  symcc-unsat-53.smt2
    z3 is 102× faster (z3=174ms, noodler=17727ms)
  [minicsv/string_only/unsat]  symcc-unsat-54.smt2
    cvc5 is 26× faster (cvc5=170ms, ostrich=4456ms)
  [minicsv/string_only/unsat]  symcc-unsat-54.smt2
    cvc5 is 104× faster (cvc5=170ms, noodler=17760ms)
  [minicsv/string_only/unsat]  symcc-unsat-54.smt2
    z3 is 26× faster (ostrich=4456ms, z3=172ms)
  [minicsv/string_only/unsat]  symcc-unsat-54.smt2
    z3 is 103× faster (z3=172ms, noodler=17760ms)
  [yuarel/mixed/sat]  symcc-assertions-0.smt2
    cvc5 is 269× faster (cvc5=123ms, ostrich=33079ms)
  [yuarel/mixed/sat]  symcc-assertions-0.smt2
    cvc5 is 15× faster (cvc5=123ms, z3=1865ms)
  [yuarel/mixed/sat]  symcc-assertions-0.smt2
    z3 is 18× faster (ostrich=33079ms, z3=1865ms)
  [yuarel/mixed/sat]  symcc-assertions-0.smt2
    noodler is 211× faster (ostrich=33079ms, noodler=157ms)
  [yuarel/mixed/sat]  symcc-assertions-0.smt2
    noodler is 12× faster (z3=1865ms, noodler=157ms)
  [yuarel/mixed/sat]  symcc-assertions-1.smt2
    cvc5 is 32× faster (cvc5=68ms, ostrich=2166ms)
  [yuarel/mixed/sat]  symcc-assertions-1.smt2
    cvc5 is 28× faster (cvc5=68ms, z3=1871ms)
  [yuarel/mixed/sat]  symcc-assertions-1.smt2
    noodler is 10× faster (ostrich=2166ms, noodler=210ms)
  [yuarel/mixed/sat]  symcc-assertions-11.smt2
    cvc5 is 19× faster (cvc5=687ms, ostrich=12973ms)
  [yuarel/mixed/sat]  symcc-assertions-13.smt2
    cvc5 is 50× faster (cvc5=119ms, ostrich=5931ms)
  [yuarel/mixed/sat]  symcc-assertions-13.smt2
    z3 is 424× faster (ostrich=5931ms, z3=14ms)
  [yuarel/mixed/sat]  symcc-assertions-13.smt2
    noodler is 40× faster (ostrich=5931ms, noodler=150ms)
  [yuarel/mixed/sat]  symcc-assertions-13.smt2
    z3 is 11× faster (z3=14ms, noodler=150ms)
  [yuarel/mixed/sat]  symcc-assertions-15.smt2
    cvc5 is 25× faster (cvc5=102ms, ostrich=2513ms)
  [yuarel/mixed/sat]  symcc-assertions-15.smt2
    z3 is 168× faster (ostrich=2513ms, z3=15ms)
  [yuarel/mixed/sat]  symcc-assertions-15.smt2
    noodler is 15× faster (ostrich=2513ms, noodler=163ms)
  [yuarel/mixed/sat]  symcc-assertions-15.smt2
    z3 is 11× faster (z3=15ms, noodler=163ms)
  [yuarel/mixed/sat]  symcc-assertions-18.smt2
    cvc5 is 18× faster (cvc5=164ms, ostrich=2975ms)
  [yuarel/mixed/sat]  symcc-assertions-18.smt2
    z3 is 165× faster (ostrich=2975ms, z3=18ms)
  [yuarel/mixed/sat]  symcc-assertions-18.smt2
    noodler is 18× faster (ostrich=2975ms, noodler=164ms)
  [yuarel/mixed/sat]  symcc-assertions-2.smt2
    z3 is 13× faster (cvc5=146ms, z3=11ms)
  [yuarel/mixed/sat]  symcc-assertions-2.smt2
    z3 is 108× faster (ostrich=1188ms, z3=11ms)
  [yuarel/mixed/sat]  symcc-assertions-2.smt2
    z3 is 13× faster (z3=11ms, noodler=147ms)
  [yuarel/mixed/sat]  symcc-assertions-22.smt2
    cvc5 is 18× faster (cvc5=162ms, ostrich=2895ms)
  [yuarel/mixed/sat]  symcc-assertions-22.smt2
    z3 is 152× faster (ostrich=2895ms, z3=19ms)
  [yuarel/mixed/sat]  symcc-assertions-22.smt2
    noodler is 19× faster (ostrich=2895ms, noodler=154ms)
  [yuarel/mixed/sat]  symcc-assertions-23.smt2
    z3 is 14× faster (cvc5=170ms, z3=12ms)
  [yuarel/mixed/sat]  symcc-assertions-23.smt2
    z3 is 135× faster (ostrich=1620ms, z3=12ms)
  [yuarel/mixed/sat]  symcc-assertions-23.smt2
    noodler is 11× faster (ostrich=1620ms, noodler=148ms)
  [yuarel/mixed/sat]  symcc-assertions-23.smt2
    z3 is 12× faster (z3=12ms, noodler=148ms)
  [yuarel/mixed/sat]  symcc-assertions-26.smt2
    cvc5 is 20× faster (cvc5=159ms, ostrich=3200ms)
  [yuarel/mixed/sat]  symcc-assertions-26.smt2
    z3 is 14× faster (cvc5=159ms, z3=11ms)
  [yuarel/mixed/sat]  symcc-assertions-26.smt2
    z3 is 291× faster (ostrich=3200ms, z3=11ms)
  [yuarel/mixed/sat]  symcc-assertions-26.smt2
    noodler is 21× faster (ostrich=3200ms, noodler=152ms)
  [yuarel/mixed/sat]  symcc-assertions-26.smt2
    z3 is 14× faster (z3=11ms, noodler=152ms)
  [yuarel/mixed/sat]  symcc-assertions-3.smt2
    cvc5 is 218× faster (cvc5=167ms, ostrich=36447ms)
  [yuarel/mixed/sat]  symcc-assertions-3.smt2
    z3 is 53× faster (ostrich=36447ms, z3=682ms)
  [yuarel/mixed/sat]  symcc-assertions-33.smt2
    z3 is 12× faster (cvc5=163ms, z3=14ms)
  [yuarel/mixed/sat]  symcc-assertions-33.smt2
    z3 is 12× faster (z3=14ms, noodler=174ms)
  [yuarel/mixed/sat]  symcc-assertions-34.smt2
    z3 is 14× faster (cvc5=169ms, z3=12ms)
  [yuarel/mixed/sat]  symcc-assertions-34.smt2
    z3 is 13× faster (z3=12ms, noodler=154ms)
  [yuarel/mixed/sat]  symcc-assertions-37.smt2
    z3 is 24× faster (cvc5=385ms, z3=16ms)
  [yuarel/mixed/sat]  symcc-assertions-4.smt2
    z3 is 20× faster (cvc5=184ms, z3=9ms)
  [yuarel/mixed/sat]  symcc-assertions-4.smt2
    z3 is 149× faster (ostrich=1344ms, z3=9ms)
  [yuarel/mixed/sat]  symcc-assertions-4.smt2
    z3 is 18× faster (z3=9ms, noodler=158ms)
  [yuarel/mixed/sat]  symcc-assertions-48.smt2
    z3 is 11× faster (cvc5=233ms, z3=21ms)
  [yuarel/mixed/sat]  symcc-assertions-5.smt2
    cvc5 is 13× faster (cvc5=364ms, ostrich=4571ms)
  [yuarel/mixed/sat]  symcc-assertions-5.smt2
    cvc5 is 24× faster (cvc5=364ms, z3=8644ms)
  [yuarel/mixed/sat]  symcc-assertions-6.smt2
    cvc5 is 24× faster (cvc5=276ms, ostrich=6533ms)
  [yuarel/mixed/sat]  symcc-assertions-6.smt2
    z3 is 32× faster (ostrich=6533ms, z3=202ms)
  [yuarel/mixed/sat]  symcc-assertions-8.smt2
    cvc5 is 17× faster (cvc5=702ms, ostrich=12175ms)
  [yuarel/mixed/sat]  symcc-assertions-8.smt2
    cvc5 is 20× faster (cvc5=702ms, z3=13704ms)
  [yuarel/mixed/sat]  symcc-assertions-9.smt2
    cvc5 is 30× faster (cvc5=593ms, z3=17824ms)
  [yuarel/mixed/unsat]  symcc-unsat-0.smt2
    cvc5 is 32× faster (cvc5=72ms, ostrich=2275ms)
  [yuarel/mixed/unsat]  symcc-unsat-0.smt2
    z3 is 134× faster (ostrich=2275ms, z3=17ms)
  [yuarel/mixed/unsat]  symcc-unsat-0.smt2
    noodler is 15× faster (ostrich=2275ms, noodler=149ms)
  [yuarel/mixed/unsat]  symcc-unsat-1.smt2
    cvc5 is 38× faster (cvc5=77ms, ostrich=2906ms)
  [yuarel/mixed/unsat]  symcc-unsat-1.smt2
    z3 is 100× faster (ostrich=2906ms, z3=29ms)
  [yuarel/mixed/unsat]  symcc-unsat-1.smt2
    noodler is 14× faster (ostrich=2906ms, noodler=214ms)
  [yuarel/mixed/unsat]  symcc-unsat-11.smt2
    cvc5 is 46× faster (cvc5=598ms, z3=27730ms)
  [yuarel/mixed/unsat]  symcc-unsat-2.smt2
    cvc5 is 106× faster (cvc5=163ms, ostrich=17344ms)
  [yuarel/mixed/unsat]  symcc-unsat-2.smt2
    z3 is 867× faster (ostrich=17344ms, z3=20ms)
  [yuarel/mixed/unsat]  symcc-unsat-2.smt2
    noodler is 46× faster (ostrich=17344ms, noodler=375ms)
  [yuarel/mixed/unsat]  symcc-unsat-2.smt2
    z3 is 19× faster (z3=20ms, noodler=375ms)
  [yuarel/mixed/unsat]  symcc-unsat-3.smt2
    cvc5 is 44× faster (cvc5=277ms, ostrich=12326ms)
  [yuarel/mixed/unsat]  symcc-unsat-3.smt2
    z3 is 142× faster (ostrich=12326ms, z3=87ms)
  [yuarel/mixed/unsat]  symcc-unsat-4.smt2
    cvc5 is 69× faster (cvc5=316ms, ostrich=21837ms)
  [yuarel/mixed/unsat]  symcc-unsat-4.smt2
    z3 is 154× faster (ostrich=21837ms, z3=142ms)
  [yuarel/mixed/unsat]  symcc-unsat-5.smt2
    cvc5 is 155× faster (cvc5=243ms, ostrich=37708ms)
  [yuarel/mixed/unsat]  symcc-unsat-5.smt2
    z3 is 277× faster (ostrich=37708ms, z3=136ms)
  [yuarel/mixed/unsat]  symcc-unsat-6.smt2
    cvc5 is 156× faster (cvc5=364ms, ostrich=56642ms)
  [yuarel/mixed/unsat]  symcc-unsat-6.smt2
    cvc5 is 39× faster (cvc5=364ms, z3=14269ms)
  [yuarel/mixed/unsat]  symcc-unsat-7.smt2
    cvc5 is 39× faster (cvc5=475ms, ostrich=18700ms)
  [yuarel/mixed/unsat]  symcc-unsat-8.smt2
    cvc5 is 46× faster (cvc5=598ms, ostrich=27341ms)
  [yuarel/mixed/unsat]  symcc-unsat-9.smt2
    cvc5 is 57× faster (cvc5=921ms, ostrich=52429ms)
  [yuarel/string_only/sat]  symcc-assertions-0.smt2
    cvc5 is 130× faster (cvc5=89ms, ostrich=11610ms)
  [yuarel/string_only/sat]  symcc-assertions-0.smt2
    cvc5 is 21× faster (cvc5=89ms, z3=1895ms)
  [yuarel/string_only/sat]  symcc-assertions-0.smt2
    noodler is 69× faster (ostrich=11610ms, noodler=168ms)
  [yuarel/string_only/sat]  symcc-assertions-0.smt2
    noodler is 11× faster (z3=1895ms, noodler=168ms)
  [yuarel/string_only/sat]  symcc-assertions-1.smt2
    cvc5 is 47× faster (cvc5=90ms, ostrich=4243ms)
  [yuarel/string_only/sat]  symcc-assertions-1.smt2
    cvc5 is 21× faster (cvc5=90ms, z3=1874ms)
  [yuarel/string_only/sat]  symcc-assertions-1.smt2
    noodler is 23× faster (ostrich=4243ms, noodler=185ms)
  [yuarel/string_only/sat]  symcc-assertions-1.smt2
    noodler is 10× faster (z3=1874ms, noodler=185ms)
  [yuarel/string_only/sat]  symcc-assertions-10.smt2
    cvc5 is 119× faster (cvc5=1517ms, z3=180871ms)
  [yuarel/string_only/sat]  symcc-assertions-10.smt2
    ostrich is 14× faster (ostrich=12981ms, z3=180871ms)
  [yuarel/string_only/sat]  symcc-assertions-13.smt2
    cvc5 is 18× faster (cvc5=100ms, ostrich=1813ms)
  [yuarel/string_only/sat]  symcc-assertions-13.smt2
    z3 is 113× faster (ostrich=1813ms, z3=16ms)
  [yuarel/string_only/sat]  symcc-assertions-13.smt2
    noodler is 11× faster (ostrich=1813ms, noodler=164ms)
  [yuarel/string_only/sat]  symcc-assertions-13.smt2
    z3 is 10× faster (z3=16ms, noodler=164ms)
  [yuarel/string_only/sat]  symcc-assertions-15.smt2
    cvc5 is 17× faster (cvc5=128ms, ostrich=2123ms)
  [yuarel/string_only/sat]  symcc-assertions-15.smt2
    z3 is 142× faster (ostrich=2123ms, z3=15ms)
  [yuarel/string_only/sat]  symcc-assertions-15.smt2
    noodler is 12× faster (ostrich=2123ms, noodler=171ms)
  [yuarel/string_only/sat]  symcc-assertions-15.smt2
    z3 is 11× faster (z3=15ms, noodler=171ms)
  [yuarel/string_only/sat]  symcc-assertions-18.smt2
    cvc5 is 27× faster (cvc5=160ms, ostrich=4277ms)
  [yuarel/string_only/sat]  symcc-assertions-18.smt2
    z3 is 238× faster (ostrich=4277ms, z3=18ms)
  [yuarel/string_only/sat]  symcc-assertions-18.smt2
    noodler is 15× faster (ostrich=4277ms, noodler=281ms)
  [yuarel/string_only/sat]  symcc-assertions-18.smt2
    z3 is 16× faster (z3=18ms, noodler=281ms)
  [yuarel/string_only/sat]  symcc-assertions-2.smt2
    cvc5 is 14× faster (cvc5=156ms, ostrich=2165ms)
  [yuarel/string_only/sat]  symcc-assertions-2.smt2
    z3 is 13× faster (cvc5=156ms, z3=12ms)
  [yuarel/string_only/sat]  symcc-assertions-2.smt2
    z3 is 180× faster (ostrich=2165ms, z3=12ms)
  [yuarel/string_only/sat]  symcc-assertions-2.smt2
    noodler is 14× faster (ostrich=2165ms, noodler=158ms)
  [yuarel/string_only/sat]  symcc-assertions-2.smt2
    z3 is 13× faster (z3=12ms, noodler=158ms)
  [yuarel/string_only/sat]  symcc-assertions-22.smt2
    cvc5 is 28× faster (cvc5=170ms, ostrich=4745ms)
  [yuarel/string_only/sat]  symcc-assertions-22.smt2
    z3 is 250× faster (ostrich=4745ms, z3=19ms)
  [yuarel/string_only/sat]  symcc-assertions-22.smt2
    noodler is 28× faster (ostrich=4745ms, noodler=171ms)
  [yuarel/string_only/sat]  symcc-assertions-23.smt2
    cvc5 is 20× faster (cvc5=168ms, ostrich=3308ms)
  [yuarel/string_only/sat]  symcc-assertions-23.smt2
    z3 is 15× faster (cvc5=168ms, z3=11ms)
  [yuarel/string_only/sat]  symcc-assertions-23.smt2
    z3 is 301× faster (ostrich=3308ms, z3=11ms)
  [yuarel/string_only/sat]  symcc-assertions-23.smt2
    noodler is 21× faster (ostrich=3308ms, noodler=161ms)
  [yuarel/string_only/sat]  symcc-assertions-23.smt2
    z3 is 15× faster (z3=11ms, noodler=161ms)
  [yuarel/string_only/sat]  symcc-assertions-26.smt2
    cvc5 is 18× faster (cvc5=197ms, ostrich=3485ms)
  [yuarel/string_only/sat]  symcc-assertions-26.smt2
    z3 is 15× faster (cvc5=197ms, z3=13ms)
  [yuarel/string_only/sat]  symcc-assertions-26.smt2
    z3 is 268× faster (ostrich=3485ms, z3=13ms)
  [yuarel/string_only/sat]  symcc-assertions-26.smt2
    noodler is 21× faster (ostrich=3485ms, noodler=165ms)
  [yuarel/string_only/sat]  symcc-assertions-26.smt2
    z3 is 13× faster (z3=13ms, noodler=165ms)
  [yuarel/string_only/sat]  symcc-assertions-3.smt2
    cvc5 is 65× faster (cvc5=161ms, ostrich=10423ms)
  [yuarel/string_only/sat]  symcc-assertions-3.smt2
    z3 is 183× faster (ostrich=10423ms, z3=57ms)
  [yuarel/string_only/sat]  symcc-assertions-33.smt2
    z3 is 14× faster (cvc5=208ms, z3=15ms)
  [yuarel/string_only/sat]  symcc-assertions-34.smt2
    z3 is 19× faster (cvc5=226ms, z3=12ms)
  [yuarel/string_only/sat]  symcc-assertions-34.smt2
    z3 is 10× faster (z3=12ms, noodler=123ms)
  [yuarel/string_only/sat]  symcc-assertions-37.smt2
    z3 is 13× faster (cvc5=197ms, z3=15ms)
  [yuarel/string_only/sat]  symcc-assertions-4.smt2
    z3 is 27× faster (cvc5=242ms, z3=9ms)
  [yuarel/string_only/sat]  symcc-assertions-4.smt2
    z3 is 249× faster (ostrich=2240ms, z3=9ms)
  [yuarel/string_only/sat]  symcc-assertions-4.smt2
    noodler is 26× faster (ostrich=2240ms, noodler=87ms)
  [yuarel/string_only/sat]  symcc-assertions-48.smt2
    z3 is 11× faster (cvc5=232ms, z3=22ms)
  [yuarel/string_only/sat]  symcc-assertions-54.smt2
    z3 is 13× faster (cvc5=1065ms, z3=79ms)
  [yuarel/string_only/unsat]  symcc-unsat-0.smt2
    cvc5 is 28× faster (cvc5=92ms, ostrich=2545ms)
  [yuarel/string_only/unsat]  symcc-unsat-0.smt2
    z3 is 141× faster (ostrich=2545ms, z3=18ms)
  [yuarel/string_only/unsat]  symcc-unsat-0.smt2
    noodler is 27× faster (ostrich=2545ms, noodler=93ms)
  [yuarel/string_only/unsat]  symcc-unsat-1.smt2
    cvc5 is 43× faster (cvc5=96ms, ostrich=4137ms)
